SMILES Name
268 C=CC(=O)N1C[C@@H](C)C[C@@H](Nc2ncnc3[nH]ccc23)C1
269 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]cc(CCOC)c23)CC[C@@H]1C
270 C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(CCOC)c23)c1
271 C=CC(=O)N1CCC[C@H](Nc2ncnc3[nH]ccc23)C1
272 C=CC(=O)N1C[C@@H](OC)C[C@@H](Nc2ncnc3[nH]ccc23)C1
273 C=CC(=O)N1CC[C@H]2CN(c3ncnc4[nH]ccc34)[C@H]2C1
274 C=CC(=O)N1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1
275 C=CC(=O)N1CC[C@@]2(C)CCN(c3ncnc4[nH]ccc34)C2C1
276 C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]cc(CC#N)c23)C1
277 C=CC(=O)N[C@H]1C[C@H](Nc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)C1
278 C=CC(=O)N1C[C@@H](C)C[C@@H](Nc2ncnc3[nH]ccc23)C1
279 C=CC(=O)N1C[C@@H](F)C[C@@H](Nc2ncnc3[nH]ccc23)C1
280 C=CC(=O)N1[C@@H]2CC[C@@H](Nc3ncnc4[nH]ccc34)[C@H]1CC2
281 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
282 C=CC(=O)N1C[C@@H](O)C[C@@H](Nc2ncnc3[nH]ccc23)C1
283 C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]cc(F)c23)C1
284 C=CC(=O)N1CCC2OCCN(c3ncnc4[nH]ccc34)C2C1
285 C=CC(=O)N1CCC(Nc2cnc3[nH]cc(-c4cncnc4)c3n2)CC1
286 C=CC(=O)N1CCC[C@@H](Nc2ncnc3[nH]cc(C)c23)C1
287 Cc1n[nH]c2ncc(-c3cccc(NC(=O)/C=C/N(C)C)c3)cc12
288 C=CC(=O)Nc1cccc(-c2cnc3[nH]ccc3c2)n1
289 C=CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)n1
290 C=CC(=O)Nc1cc(-c2cnc3[nH]ccc3c2)ccc1F
291 C=CC(=O)Nc1ccc(-c2cnc3[nH]ccc3c2)cc1F
292 C=CC(=O)N1CCCC1C(=O)Nc1cnc2[nH]ccc2c1
293 C=CC(=O)N1CCCC1C(=O)Nc1cnc2[nH]cc(C)c2c1
294 C=CC(=O)Nc1cccc(-c2cnc3c(c2)CC(=O)N3)c1
295 C#Cc1c[nH]c2ncnc(N3CC[C@H]4CCN(C(=O)C=C)C[C@H]43)c12
